sekermiktari,yas,cinsiyet,sinirlilik
19.382,12.161,1,0.857
29.954,11.512,0,0.878
19.999,7.551,1,0.650
18.975,3.729,1,0.735
28.574,4.410,1,0.779
8.647,10.256,0,0.455
26.834,15.742,0,0.883
18.064,8.636,0,0.255
11.003,13.996,1,0.862
16.708,4.738,0,0.305
8.550,10.656,1,0.650
27.451,5.838,1,0.650
1.090,13.820,0,0.466
20.960,13.186,1,0.865
9.648,7.074,1,0.344
13.417,2.720,1,0.650
7.952,15.057,0,0.457
21.743,0.765,1,0.869
19.001,14.117,1,0.857
17.182,15.973,0,0.650
20.713,10.293,0,0.864
23.946,6.561,1,0.650
5.378,12.057,1,0.650
7.558,13.412,1,0.650
14.323,14.701,1,0.880
19.268,9.005,0,0.367
23.027,3.534,0,0.650
13.107,15.606,0,0.650
2.300,0.934,0,0.250
25.033,4.562,0,0.542
12.895,8.159,1,0.460
3.436,11.001,1,0.650
4.192,7.986,1,0.250
29.454,3.372,1,0.878
23.736,7.694,0,0.462
10.421,4.938,1,0.441
28.501,15.069,1,0.883
3.293,2.743,0,0.250
26.789,10.757,0,0.870
4.739,2.135,0,0.250
23.798,7.754,0,0.462
10.184,7.415,1,0.400
9.293,8.422,0,0.145
21.928,7.569,0,0.462
16.026,5.226,1,0.463
29.347,2.352,1,0.883
7.257,14.428,1,0.650
24.935,1.231,0,0.650
26.934,0.224,1,0.883
28.983,6.629,0,0.466
6.402,11.588,1,0.650
12.136,2.270,1,0.650
17.375,3.395,1,0.650
15.370,14.017,1,0.881
6.980,15.254,0,0.458
10.430,13.007,1,0.824
29.181,13.855,0,0.883
2.733,4.945,0,0.101
21.348,9.362,1,0.739
12.412,14.089,0,0.650
16.630,2.319,1,0.650
13.584,6.398,1,0.465
1.245,7.037,0,0.083
3.727,12.524,0,0.464
13.365,5.316,1,0.464
6.754,7.199,1,0.250
21.123,2.539,1,0.866
16.379,13.909,1,0.875
15.117,5.859,1,0.467
4.217,15.379,0,0.463
26.588,7.285,0,0.464
14.635,9.222,0,0.365
3.897,14.959,0,0.464
3.563,12.620,1,0.650
7.932,14.928,0,0.457
11.827,14.955,0,0.650
13.501,3.323,0,0.465
26.219,13.955,0,0.883
13.255,0.238,0,0.464
7.028,0.083,0,0.250
11.251,9.301,1,0.606
14.994,14.156,1,0.883
7.090,15.519,0,0.458
14.634,0.653,1,0.650
10.945,5.979,1,0.454
15.999,13.916,0,0.650
27.705,0.212,1,0.883
25.220,10.222,0,0.864
9.997,9.573,0,0.442
9.445,10.715,0,0.519
20.965,12.353,1,0.865
1.628,14.633,1,0.650
19.574,11.795,0,0.805
11.119,12.003,0,0.650
3.213,6.949,1,0.250
7.800,14.805,0,0.457
14.303,7.481,0,0.250
28.783,10.172,0,0.864
10.212,14.695,1,0.807
12.959,10.543,0,0.650
23.485,4.768,1,0.701
17.232,5.193,0,0.250
29.477,13.628,0,0.883
7.760,14.362,0,0.457
13.810,15.902,1,0.877
26.882,10.249,1,0.865
18.038,13.345,1,0.864
0.358,0.752,0,0.250
5.964,0.058,0,0.250
17.617,14.293,0,0.650
5.829,13.661,1,0.650
5.869,8.206,1,0.250
20.189,1.325,0,0.650
3.916,8.146,1,0.250
23.746,2.609,0,0.650
25.636,10.900,1,0.872
26.484,3.439,1,0.877
5.362,8.047,0,0.088
27.378,14.323,1,0.883
29.628,13.785,1,0.883
10.551,4.396,1,0.539
7.348,0.076,0,0.250
8.145,1.652,0,0.250
23.994,5.636,0,0.466
0.352,11.435,1,0.650
28.701,3.460,1,0.876
8.973,3.736,1,0.454
22.634,13.463,0,0.873
28.160,11.054,0,0.874
2.079,8.592,0,0.091
5.802,11.659,1,0.650
29.065,11.807,1,0.881
28.638,4.814,0,0.497
10.097,8.086,0,0.221
8.469,0.685,0,0.250
8.916,6.343,0,0.095
13.607,1.261,0,0.465
18.414,2.903,0,0.488
7.331,12.455,1,0.650
1.180,0.696,1,0.466
14.218,2.965,1,0.650
29.463,10.496,0,0.868
28.259,8.168,1,0.650
3.717,1.404,1,0.464
0.811,3.469,1,0.465
17.385,3.102,1,0.650
9.174,9.906,0,0.441
17.090,4.866,0,0.279
11.387,9.987,1,0.857
11.396,12.219,0,0.650
12.437,11.584,1,0.870
6.267,9.352,0,0.280
11.753,0.499,0,0.460
18.568,3.521,1,0.696
28.432,1.635,1,0.883
28.327,13.496,0,0.883
1.553,7.164,0,0.083
15.472,7.905,1,0.462
26.374,6.857,1,0.650
1.385,10.236,1,0.650
1.943,6.597,0,0.081
15.776,13.185,0,0.650
6.416,13.317,1,0.650
6.485,13.027,1,0.650
6.070,6.823,1,0.250
17.503,4.517,0,0.350
25.729,4.806,1,0.692
25.222,4.008,0,0.648
5.044,14.042,0,0.462
20.962,12.587,1,0.865
6.596,14.979,1,0.650
7.038,13.306,1,0.650
29.158,11.394,0,0.877
8.201,0.855,0,0.250
23.216,3.473,0,0.650
26.082,15.855,0,0.883
10.036,14.698,1,0.791
16.322,13.813,1,0.875
20.596,12.461,1,0.863
28.799,7.312,0,0.464
29.283,14.837,0,0.883
13.935,13.728,1,0.878
13.579,2.110,1,0.650
4.145,15.276,1,0.650
27.613,1.537,0,0.650
28.891,5.254,1,0.650
19.757,3.397,1,0.828
23.804,10.947,1,0.873
6.159,13.398,1,0.650
2.169,0.631,0,0.250
0.381,8.964,0,0.093
13.897,5.510,0,0.250
24.318,11.215,1,0.875
20.949,10.966,1,0.865
9.662,13.754,0,0.546
2.283,10.242,0,0.459
22.816,15.025,0,0.874
11.811,10.751,1,0.867
12.231,5.950,0,0.250
0.326,8.054,0,0.088
13.135,1.345,1,0.650
3.267,5.964,1,0.250
0.742,10.207,0,0.459
19.454,6.754,1,0.583
7.837,11.565,1,0.650
15.940,0.710,1,0.650
21.084,8.768,0,0.457
4.324,1.676,1,0.463
7.924,9.223,0,0.226
26.592,2.506,0,0.650
9.839,3.295,0,0.367
15.094,5.784,0,0.250
12.041,13.211,1,0.868
11.436,14.387,1,0.864
1.178,12.948,0,0.466
4.345,4.439,1,0.365
26.179,4.319,0,0.586
9.853,2.724,0,0.368
5.198,4.540,1,0.345
3.305,0.459,0,0.250
16.410,12.497,1,0.875
6.631,15.763,1,0.650
4.026,8.801,1,0.250
0.129,10.915,0,0.463
0.133,12.924,1,0.650
1.337,3.674,1,0.464
1.000,13.371,1,0.650
28.504,15.620,1,0.883
14.111,9.462,1,0.671
4.521,3.671,0,0.250
2.692,5.158,0,0.086
0.285,14.896,0,0.467
10.203,11.927,1,0.806
11.542,2.171,0,0.460
7.009,14.953,1,0.650
4.472,8.804,1,0.250
8.868,14.422,1,0.650
15.076,7.904,1,0.462
7.306,3.275,1,0.458
8.674,4.553,0,0.192
17.182,15.781,0,0.650
13.531,2.549,1,0.650
14.427,11.676,0,0.650
26.310,1.565,0,0.650
14.843,2.149,1,0.650
25.951,7.115,1,0.650
23.484,12.204,0,0.877
24.871,4.145,1,0.836
10.435,4.275,1,0.540
8.454,12.730,0,0.456
0.389,5.282,0,0.085
10.312,8.708,1,0.411
9.494,9.034,1,0.360
16.296,8.490,1,0.459
25.893,15.411,1,0.883
21.525,9.987,0,0.857
28.645,10.828,1,0.871
20.424,2.753,1,0.862
20.907,9.324,1,0.730
24.171,9.936,1,0.852
10.643,15.202,1,0.840
3.492,7.150,1,0.250
0.776,5.339,1,0.250
16.135,4.588,0,0.335
7.374,11.592,1,0.650
6.112,3.205,0,0.250
25.328,10.819,1,0.871
29.452,15.795,0,0.883
2.166,0.309,0,0.250
7.417,11.795,0,0.458
23.749,14.112,1,0.878
26.688,11.427,1,0.878
3.870,8.721,1,0.250
0.336,10.731,1,0.650
14.573,3.707,0,0.464
20.066,1.684,0,0.650
29.356,13.133,0,0.883
1.338,6.098,0,0.080
12.591,12.490,0,0.650
29.679,14.071,1,0.883
4.158,6.752,1,0.250
19.487,0.079,0,0.587
10.575,0.873,1,0.625
4.359,0.092,0,0.250
25.086,10.870,1,0.872
2.696,4.859,1,0.280
29.123,9.655,0,0.742
5.305,2.888,0,0.250
0.466,15.115,1,0.650
9.891,4.915,1,0.412
25.440,0.266,1,0.883
4.600,0.115,1,0.463
21.388,4.378,0,0.576
20.898,11.986,0,0.865
29.579,15.367,0,0.883
28.133,6.813,0,0.466
28.545,12.380,0,0.883
28.177,10.867,1,0.872
25.827,9.764,0,0.780
25.929,0.709,0,0.650
28.023,2.453,1,0.883
2.793,5.834,1,0.250
9.100,11.468,1,0.666
22.137,12.249,1,0.871
4.329,2.898,1,0.463
25.331,8.087,1,0.650
11.057,9.232,0,0.370
7.355,7.990,1,0.250
29.986,13.530,0,0.883
29.717,10.499,1,0.868
23.172,9.673,0,0.748
16.887,6.294,1,0.463
17.738,4.114,0,0.435
15.485,8.814,1,0.457
12.319,10.330,0,0.650
20.037,5.327,0,0.457
9.714,9.047,0,0.244
12.941,3.133,1,0.650
26.940,15.047,0,0.883
16.691,15.186,1,0.873
18.212,14.864,1,0.863
4.439,4.246,0,0.225
5.194,13.410,0,0.462
13.010,13.837,1,0.873
7.030,7.025,0,0.091
26.932,9.404,0,0.648
22.375,5.497,1,0.650
16.685,12.934,0,0.650
11.808,11.581,1,0.867
21.694,10.263,0,0.865
18.481,15.995,0,0.688
3.520,12.284,0,0.464
0.520,1.262,0,0.250
12.164,11.702,1,0.869
23.275,13.090,1,0.876
19.310,13.793,0,0.773
3.310,8.389,1,0.250
13.091,5.302,0,0.250
9.019,3.052,1,0.457
8.430,11.283,1,0.650
28.213,4.837,0,0.492
21.166,5.744,1,0.650
19.000,4.946,0,0.357
1.167,15.362,0,0.466
8.954,6.656,1,0.250
29.281,7.998,0,0.461
24.853,5.475,1,0.650
4.556,9.096,0,0.158
2.964,12.492,0,0.465
23.192,2.714,0,0.650
9.706,13.895,1,0.754
24.059,14.707,1,0.879
5.871,1.657,0,0.250
27.968,0.895,1,0.883
17.665,1.899,1,0.650
9.442,7.201,0,0.165
18.968,6.745,1,0.533
14.246,2.116,1,0.650
18.647,14.079,0,0.703
24.949,14.097,1,0.883
13.334,4.554,0,0.342
15.372,7.877,1,0.462
9.921,4.165,1,0.496
9.885,5.200,0,0.209
10.271,5.436,1,0.408
20.216,11.015,0,0.861
0.864,6.088,1,0.250
17.767,13.538,1,0.866
28.318,13.016,1,0.883
24.437,8.669,0,0.458
12.640,12.447,1,0.871
13.504,14.517,0,0.650
0.019,5.746,0,0.080
1.660,10.360,1,0.650
2.234,6.204,1,0.250
25.313,6.443,0,0.466
3.720,7.333,1,0.250
4.191,4.069,0,0.244
16.082,4.295,0,0.395
8.859,4.759,1,0.327
20.517,1.533,0,0.650
19.135,8.621,0,0.349
8.492,4.761,0,0.164
12.024,0.439,0,0.461
21.873,9.013,0,0.464
6.138,14.304,0,0.460
28.003,4.491,0,0.555
11.983,13.455,1,0.868
8.912,13.165,1,0.650
8.136,0.943,0,0.250
20.384,13.602,0,0.862
18.117,13.418,0,0.659
8.718,15.359,1,0.650
19.786,4.203,1,0.770
12.381,1.887,0,0.462
1.748,1.319,1,0.466
1.513,7.886,0,0.087
12.450,0.585,0,0.462
8.587,14.046,1,0.650
22.508,5.602,1,0.650
25.171,0.681,0,0.650
0.297,10.610,1,0.650
15.723,11.025,1,0.873
23.247,13.058,0,0.876
1.401,8.023,0,0.088
4.254,0.384,0,0.250
20.477,0.740,1,0.863
5.987,9.530,1,0.487
1.783,0.299,0,0.250
26.810,11.750,1,0.881
18.234,0.609,1,0.668
27.295,0.135,1,0.883
9.033,0.225,1,0.460
18.436,3.541,0,0.490
10.180,1.231,0,0.400
7.448,15.508,0,0.458
0.877,15.631,0,0.466
20.283,13.019,1,0.862
23.174,15.553,1,0.875
25.290,12.787,1,0.883
14.059,15.232,1,0.879
7.475,15.001,1,0.650
3.656,8.037,0,0.088
4.386,4.208,0,0.229
26.789,9.205,0,0.563
14.610,4.937,0,0.264
29.796,12.557,0,0.883
1.965,13.997,0,0.466
8.519,0.475,0,0.250
11.764,3.248,0,0.460
1.784,13.447,1,0.650
24.575,10.747,0,0.870
9.762,13.518,0,0.558
4.439,12.759,0,0.463
3.174,6.867,0,0.083
4.091,4.006,1,0.460
6.965,9.188,1,0.350
18.505,7.324,1,0.495
6.617,3.245,1,0.459
28.655,15.706,1,0.883
12.385,13.255,1,0.870
27.429,3.523,0,0.650
18.158,10.051,0,0.662
10.842,14.335,1,0.852
7.856,3.497,0,0.250
20.197,7.432,0,0.457
9.085,11.999,0,0.468
3.390,12.205,0,0.464
19.271,8.443,0,0.364
17.705,9.051,1,0.485
24.511,5.372,0,0.464
11.427,11.180,1,0.864
12.859,15.296,0,0.650
21.374,11.452,1,0.867
10.460,1.501,0,0.422
12.594,2.281,0,0.463
0.877,14.704,1,0.650
10.962,14.732,0,0.648
6.056,10.493,0,0.460
17.656,15.451,0,0.650
6.357,7.558,0,0.090
19.528,10.254,0,0.799
24.919,11.416,1,0.877
7.088,10.446,1,0.650
1.039,9.850,1,0.597
20.064,9.613,1,0.795
8.381,12.996,1,0.650
13.342,0.582,0,0.465
26.608,2.024,1,0.883
13.138,13.697,0,0.650
6.432,11.128,1,0.650
26.689,11.477,1,0.878
24.890,1.620,0,0.650
13.064,5.669,0,0.250
27.272,0.359,0,0.650
8.884,9.664,1,0.523
22.564,7.097,0,0.464
16.400,8.699,0,0.250
0.097,10.258,1,0.650
5.973,9.089,1,0.301
19.375,5.483,1,0.574
13.324,4.809,0,0.291
13.666,2.776,0,0.465
7.998,0.330,0,0.250
6.367,8.023,0,0.090
6.602,12.811,0,0.459
5.840,6.228,1,0.250
1.548,12.309,1,0.650
12.539,15.950,0,0.650
23.871,5.520,0,0.465
20.397,0.382,1,0.862
4.385,3.193,0,0.250
20.981,2.346,1,0.865
26.150,7.217,1,0.650
1.118,4.768,1,0.299
21.702,1.007,0,0.650
20.189,5.966,1,0.650
5.270,4.738,1,0.305
1.490,4.155,0,0.235
29.094,11.572,1,0.879
5.293,8.886,0,0.093
16.955,6.113,1,0.463
28.970,3.145,0,0.650
29.658,15.166,0,0.883
19.364,12.503,1,0.857
8.108,12.866,1,0.650
16.156,1.986,0,0.465
4.550,6.588,0,0.086
15.358,4.367,1,0.577
20.344,14.919,0,0.862
18.353,12.410,1,0.862
9.187,4.141,1,0.423
27.361,14.567,0,0.883
17.702,8.585,1,0.458
26.965,8.072,0,0.461
18.592,14.620,1,0.860
10.181,8.112,0,0.224
20.733,3.824,1,0.864
25.280,1.855,1,0.883
16.026,0.253,1,0.650
12.754,6.392,0,0.250
29.862,11.393,0,0.877
24.947,5.044,1,0.650
11.396,13.521,1,0.864
3.655,2.079,0,0.250
16.131,11.632,1,0.876
25.719,4.373,1,0.787
20.502,15.764,1,0.863
21.042,13.707,1,0.865
12.385,3.542,1,0.650
13.584,11.897,0,0.650
9.942,9.845,1,0.689
0.897,8.825,0,0.093
2.983,1.935,1,0.465
14.708,5.339,0,0.250
5.799,11.367,0,0.461
2.125,2.498,1,0.466
17.594,1.353,1,0.650
28.801,7.013,1,0.650
28.599,5.754,1,0.650
27.276,5.816,0,0.466
7.076,7.145,1,0.250
0.430,2.087,1,0.467
2.620,3.987,1,0.461
9.883,15.785,0,0.571
6.434,14.612,1,0.650
13.156,0.284,1,0.650
20.525,5.166,0,0.458
1.960,6.827,1,0.250
6.049,7.902,0,0.089
27.371,14.019,0,0.883
4.458,7.844,0,0.087
25.570,4.538,1,0.751
14.652,6.044,0,0.250
9.422,5.509,0,0.163
12.902,10.081,0,0.650
24.721,14.008,0,0.882
12.620,1.946,1,0.650
8.855,4.832,1,0.309
28.324,11.333,1,0.877
6.677,5.866,1,0.250
26.162,6.610,1,0.650
1.753,13.986,0,0.466
19.516,9.916,0,0.751
25.155,5.529,1,0.650
10.867,9.497,0,0.469
26.478,8.296,1,0.650
3.656,15.461,1,0.650
21.245,5.277,0,0.460
28.081,0.655,0,0.650
11.498,0.387,1,0.650
26.867,13.084,1,0.883
27.251,9.513,0,0.690
20.811,13.758,1,0.864
22.057,11.482,0,0.870
27.123,1.183,1,0.883
14.416,7.810,0,0.250
5.901,3.676,1,0.460
9.557,14.720,1,0.734
14.895,2.921,1,0.650
19.537,9.342,0,0.553
29.172,5.119,1,0.650
6.753,0.273,0,0.250
3.293,1.135,1,0.464
9.216,7.460,1,0.285
5.971,2.775,1,0.460
7.963,1.397,1,0.457
10.436,7.482,0,0.235
21.695,0.196,0,0.650
26.456,2.203,1,0.883
2.052,3.466,0,0.250
10.508,9.919,0,0.585
17.244,13.395,0,0.650
15.844,11.602,0,0.650
10.071,10.116,1,0.794
10.799,6.589,1,0.445
12.689,4.072,1,0.635
12.507,9.879,0,0.607
18.172,15.712,1,0.863
7.918,4.202,1,0.402
27.021,1.016,0,0.650
1.154,7.871,0,0.087
1.380,3.458,0,0.250
6.261,15.921,0,0.460
13.006,10.291,0,0.650
14.346,7.890,0,0.250
27.357,15.994,0,0.883
23.396,3.558,0,0.650
8.309,14.007,1,0.650
10.397,4.298,1,0.534
21.604,10.840,0,0.868
13.936,2.837,0,0.466
4.614,0.896,0,0.250
1.449,3.773,0,0.250
22.327,15.301,0,0.872
13.036,5.115,1,0.462
19.678,2.114,1,0.818
16.492,1.067,1,0.650
23.132,7.628,0,0.463
1.249,5.982,0,0.080
16.701,13.124,1,0.873
14.698,10.245,0,0.650
23.863,12.617,0,0.878
21.074,9.703,0,0.759
3.996,10.435,1,0.650
6.101,15.707,0,0.460
11.463,3.934,1,0.650
5.267,6.650,1,0.250
23.116,0.476,0,0.650
15.931,0.253,0,0.466
6.213,8.272,0,0.089
4.417,8.355,1,0.250
12.399,7.611,0,0.250
24.543,8.520,1,0.650
29.609,9.837,0,0.805
24.314,14.248,1,0.880
18.778,7.759,1,0.516
5.465,4.405,1,0.373
24.610,2.185,1,0.882
28.511,11.625,1,0.879
1.545,8.372,1,0.250
15.618,14.471,1,0.880
10.794,2.442,0,0.445
10.677,9.101,0,0.302
7.042,9.766,0,0.403
5.072,1.510,1,0.462
5.743,7.459,1,0.250
0.974,4.377,1,0.378
1.728,10.475,1,0.650
1.885,11.711,1,0.650
2.045,11.424,1,0.650
7.763,1.230,1,0.457
8.246,14.116,1,0.650
13.659,1.471,0,0.465
29.506,9.260,1,0.715
16.337,7.275,1,0.464
24.532,11.147,1,0.875
1.823,10.674,0,0.462
15.477,11.386,0,0.650
21.825,1.631,1,0.869
1.251,8.091,0,0.088
2.414,10.786,0,0.463
28.807,6.840,0,0.465
29.321,7.403,0,0.464
28.367,1.727,0,0.650
5.855,15.961,1,0.650
24.218,13.566,0,0.880
7.296,2.958,1,0.458
14.882,5.140,0,0.250
25.340,12.447,1,0.883
13.538,9.052,0,0.280
15.364,0.053,0,0.467
18.216,9.273,1,0.596
3.519,15.967,1,0.650
6.032,10.155,0,0.459
5.910,9.418,0,0.304
14.683,3.044,0,0.467
9.946,4.012,0,0.375
25.160,6.625,0,0.466
15.575,1.863,1,0.650
2.421,0.483,0,0.250
28.988,8.498,1,0.650
29.663,9.641,0,0.737
3.084,13.072,0,0.465
2.322,6.573,1,0.250
11.420,0.169,0,0.459
9.549,5.934,1,0.331
8.946,12.138,1,0.650
24.247,2.365,1,0.880
21.793,10.389,0,0.866
6.949,7.364,0,0.091
10.546,1.628,0,0.428
10.387,0.776,1,0.612
11.844,7.109,1,0.461
27.966,2.968,0,0.650
7.497,2.317,1,0.457
29.304,13.644,0,0.883
3.930,9.362,0,0.284
27.596,9.599,1,0.792
11.870,9.196,0,0.353
14.116,6.900,1,0.465
23.919,11.545,1,0.879
19.114,6.609,1,0.547
20.052,7.196,0,0.457
21.706,12.999,1,0.869
13.545,9.198,1,0.560
23.372,4.252,1,0.813
17.458,14.374,1,0.868
23.872,7.233,0,0.464
16.292,13.241,0,0.650
29.282,7.351,1,0.650
7.568,3.655,1,0.457
12.053,6.800,0,0.250
9.088,6.483,0,0.112
4.225,6.402,1,0.250
17.567,13.428,1,0.867
17.853,12.020,1,0.865
24.844,2.405,0,0.650
22.595,10.977,1,0.873
7.352,13.275,0,0.458
29.002,8.056,1,0.650
16.214,7.024,1,0.465
0.575,10.676,0,0.462
16.222,10.192,0,0.650
23.670,4.906,0,0.480
1.318,6.347,0,0.080
29.303,4.708,0,0.516
25.059,2.385,1,0.883
13.289,3.921,1,0.650
12.806,2.239,1,0.650
23.621,6.592,0,0.466
15.312,0.757,1,0.650
9.989,7.213,1,0.383
17.309,7.288,0,0.250
6.896,3.780,1,0.459
2.184,4.697,0,0.155
18.585,15.136,1,0.860
15.215,12.649,1,0.882
19.154,5.769,0,0.351
26.748,9.846,0,0.808
5.447,13.656,0,0.461
8.000,9.255,1,0.380
16.662,3.347,1,0.650
2.710,1.842,0,0.250
17.570,5.380,0,0.250
1.325,2.797,0,0.250
9.834,11.050,0,0.566
21.431,1.213,1,0.867
21.471,8.966,1,0.650
6.078,14.471,0,0.460
27.010,14.076,0,0.883
25.711,1.774,0,0.650
13.996,5.591,0,0.250
13.118,7.748,0,0.250
16.368,11.321,0,0.650
16.716,12.272,1,0.873
8.554,12.180,1,0.650
1.993,14.707,0,0.466
4.598,13.745,0,0.463
1.089,14.104,0,0.466
22.375,9.880,0,0.820
23.310,9.559,1,0.784
19.442,12.013,1,0.857
29.284,9.556,1,0.783
1.801,9.218,1,0.364
12.150,14.552,0,0.650
24.882,9.609,0,0.725
23.122,3.138,1,0.875
26.218,15.741,1,0.883
17.089,2.867,1,0.650
11.550,1.943,0,0.460
27.693,6.483,0,0.466
21.376,12.672,0,0.867
1.719,13.579,0,0.466
15.287,5.259,1,0.463
11.219,11.446,0,0.650
13.456,13.854,0,0.650
21.215,12.029,1,0.866
21.188,12.406,1,0.866
18.440,8.340,1,0.490
16.633,2.579,0,0.464
13.551,6.902,0,0.250
6.663,5.136,1,0.250
29.209,9.519,1,0.775
3.852,5.837,1,0.250
28.625,15.998,0,0.883
21.030,4.082,0,0.632
21.115,15.228,1,0.866
19.343,9.251,1,0.629
19.171,2.639,0,0.552
2.148,5.836,0,0.081
3.552,8.139,0,0.089
17.820,9.887,1,0.823
17.260,1.398,0,0.462
6.915,13.557,1,0.650
12.159,14.143,0,0.650
1.542,3.103,0,0.250
21.982,8.298,1,0.650
16.893,15.778,1,0.872
7.148,1.768,1,0.458
9.078,0.338,0,0.263
7.090,11.012,1,0.650
25.494,3.952,1,0.868
12.874,2.247,1,0.650
26.972,4.710,0,0.515
26.689,2.138,1,0.883
7.429,1.769,0,0.250
18.899,9.403,1,0.648
15.059,9.728,0,0.556
29.287,12.174,0,0.883
5.459,1.349,0,0.250
5.625,12.776,0,0.461
2.067,9.164,0,0.197
2.460,0.051,0,0.250
15.690,2.451,0,0.466
9.827,11.945,0,0.565
28.917,1.053,1,0.883
26.090,13.312,1,0.883
0.206,8.426,1,0.250
22.693,6.902,0,0.464
12.818,4.158,0,0.425
20.629,5.548,1,0.650
19.875,2.567,1,0.843
24.371,0.335,0,0.650
5.284,9.461,0,0.318
29.285,11.169,0,0.875
28.682,12.882,0,0.883
14.902,5.302,1,0.464
7.644,6.996,0,0.092
10.608,9.933,1,0.797
12.472,8.442,0,0.250
0.562,14.284,1,0.650
8.776,0.723,0,0.250
9.202,15.976,1,0.683
26.024,14.979,1,0.883
2.028,10.021,1,0.650
3.681,12.110,0,0.464
20.320,11.764,0,0.862
24.777,0.008,1,0.882
14.940,7.614,0,0.250
29.403,10.386,1,0.866
24.834,1.138,1,0.882
16.329,1.698,0,0.465
24.070,6.657,0,0.466
24.565,11.470,0,0.878
29.750,1.231,1,0.883
7.289,2.195,0,0.250
27.523,6.846,0,0.465
12.767,12.599,1,0.872
29.092,13.731,1,0.883
26.647,2.719,0,0.650
1.678,14.755,0,0.466
1.954,9.585,0,0.356
28.193,6.079,0,0.467
26.223,2.419,0,0.650
8.698,14.805,0,0.455
4.981,5.182,0,0.087
21.265,6.410,0,0.460
3.894,7.644,1,0.250
5.504,2.696,1,0.461
20.555,2.665,1,0.863
17.439,13.225,0,0.650
18.313,1.370,1,0.674
13.715,2.675,1,0.650
2.800,3.579,1,0.465
1.526,10.059,0,0.458
5.010,12.583,1,0.650
7.844,14.268,0,0.457
17.471,3.787,1,0.650
14.509,0.248,1,0.650
8.834,9.275,1,0.389
11.396,12.063,0,0.650
28.436,2.913,1,0.883
19.788,11.802,0,0.832
25.159,5.416,0,0.464
15.752,3.476,1,0.650
11.102,4.791,0,0.298
18.589,9.413,1,0.652
1.530,1.226,1,0.466
21.854,5.261,1,0.650
25.930,6.465,1,0.650
13.317,6.750,0,0.250
9.270,4.758,1,0.379
22.821,2.063,0,0.650
22.720,6.916,1,0.650
27.549,5.951,0,0.467
23.813,3.145,0,0.650
3.356,1.068,1,0.464
1.794,10.426,1,0.650
4.384,10.133,0,0.459
18.596,9.864,1,0.807
16.978,14.582,1,0.871
25.155,14.037,1,0.883
29.841,13.789,0,0.883
16.211,2.408,0,0.465
0.962,15.136,1,0.650
16.964,2.909,1,0.650
10.716,5.211,0,0.243
26.295,1.383,1,0.883
14.056,8.766,1,0.457
7.797,12.689,1,0.650
27.698,11.968,0,0.883
21.592,8.078,0,0.461
9.342,3.981,0,0.303
29.763,3.731,0,0.650
27.709,13.660,1,0.883
14.320,12.118,0,0.650
11.430,8.322,0,0.250
25.294,13.894,0,0.883
27.328,15.493,1,0.883
7.193,5.192,1,0.250
9.026,6.407,1,0.254
20.811,4.603,0,0.534
12.285,4.849,0,0.282
8.113,2.607,0,0.250
22.770,9.178,1,0.694
18.961,11.114,0,0.733
11.299,7.373,1,0.459
20.889,11.467,1,0.865
19.465,1.255,1,0.791
10.355,6.897,1,0.414
3.806,0.736,0,0.250
15.747,12.586,1,0.879
3.896,12.586,1,0.650
15.009,0.526,1,0.650
7.471,6.133,1,0.250
22.538,1.244,0,0.650
23.553,8.034,0,0.461
26.568,12.278,1,0.883
7.764,3.835,1,0.457
4.219,0.053,1,0.463
10.852,11.399,0,0.642
12.157,6.091,1,0.462
7.681,1.076,0,0.250
11.486,14.476,0,0.650
16.721,15.093,0,0.650
29.816,0.042,0,0.650
22.888,13.009,0,0.874
17.667,4.900,1,0.481
4.597,7.194,0,0.086
3.191,8.750,1,0.250
17.964,6.116,1,0.459
12.627,13.967,0,0.650
19.365,12.684,1,0.857
22.838,0.079,1,0.874
1.960,11.570,1,0.650
20.192,15.753,0,0.861
22.253,3.851,1,0.870
20.377,4.408,1,0.779
20.266,8.002,0,0.458
15.520,0.074,0,0.466
14.243,15.381,1,0.879
0.079,5.982,0,0.078
0.962,14.478,0,0.466
9.893,8.865,1,0.373
22.497,9.543,0,0.701
13.455,5.176,1,0.463
13.601,4.264,0,0.402
14.233,2.493,0,0.466
10.450,15.946,0,0.617
21.270,12.868,1,0.866
10.176,6.152,0,0.224
10.550,2.631,1,0.623
12.574,0.006,0,0.463
1.229,12.679,0,0.466
20.144,8.243,1,0.650
19.607,11.745,0,0.809
12.853,0.908,0,0.464
14.509,5.086,0,0.250
4.575,7.707,1,0.250
3.163,14.474,0,0.465
6.476,15.363,1,0.650
3.414,15.086,1,0.650
9.081,11.069,1,0.663
0.636,8.383,1,0.250
0.232,12.744,1,0.650
12.812,4.033,0,0.453
29.219,14.170,1,0.883
1.254,6.568,1,0.250
28.061,8.619,1,0.650
28.574,2.797,1,0.883
18.025,1.476,0,0.461
7.586,11.944,1,0.650
6.993,4.670,0,0.160
25.165,3.917,1,0.869
18.456,10.520,0,0.686
1.495,7.056,1,0.250
29.334,8.395,1,0.650
16.525,5.608,1,0.464
18.446,13.859,1,0.861
6.331,0.093,0,0.250
2.073,5.750,0,0.081
8.669,5.346,0,0.095
15.489,14.130,0,0.650
14.816,2.143,1,0.650
12.735,1.305,0,0.463
29.602,2.464,1,0.883
7.954,10.974,0,0.457
